PID,object,location,object_and_location
0,0.5277777777777778,0.6666666666666666,0.25
1,0.19444444444444442,0.19444444444444442,0.7222222222222222
2,0.4166666666666667,0.25,0.4166666666666667
3,0.4166666666666667,0.38888888888888884,0.38888888888888884
4,0.611111111111111,0.8055555555555555,0.08333333333333333
5,0.6666666666666666,0.8333333333333334,0.08333333333333333
6,1.0,0.5833333333333334,0.0
7,0.6388888888888888,1.0,0.0
8,0.5277777777777778,0.6388888888888888,0.27777777777777773
9,0.0,0.0,1.0
10,0.5,0.7222222222222222,0.19444444444444442
11,0.4444444444444444,0.4166666666666667,0.3055555555555555
12,0.4166666666666667,0.3055555555555555,0.47222222222222215
13,0.7777777777777777,0.5555555555555555,0.2222222222222222
14,0.16666666666666666,0.27777777777777773,0.6388888888888888
15,0.5833333333333334,0.5833333333333334,0.25
16,0.5277777777777778,0.611111111111111,0.08333333333333333
17,0.6666666666666666,0.6666666666666666,0.25
18,0.4166666666666667,0.5,0.16666666666666666
19,0.4166666666666667,0.5833333333333334,0.3055555555555555
20,0.38888888888888884,0.5833333333333334,0.3055555555555555
21,0.8888888888888888,0.7777777777777777,0.0
22,0.08333333333333333,0.16666666666666666,0.75
23,0.75,0.3055555555555555,0.25
24,0.5,0.75,0.08333333333333333
25,0.5,0.611111111111111,0.19444444444444442
26,0.7222222222222222,0.5555555555555555,0.08333333333333333
27,0.3333333333333333,0.5555555555555555,0.27777777777777773
28,0.16666666666666666,0.47222222222222215,0.5277777777777778
29,0.6388888888888888,0.6388888888888888,0.16666666666666666
30,0.8055555555555555,0.7222222222222222,0.0
31,0.25,0.3333333333333333,0.4166666666666667
32,0.5,0.8333333333333334,0.08333333333333333
33,0.4166666666666667,0.8055555555555555,0.08333333333333333
34,0.08333333333333333,0.16666666666666666,0.75
35,0.611111111111111,0.5,0.19444444444444442
36,0.6666666666666666,0.8333333333333334,0.0
37,0.75,0.6666666666666666,0.08333333333333333
38,0.4166666666666667,0.5,0.3333333333333333
39,0.1111111111111111,0.5555555555555555,0.3333333333333333
