PID,object,location,object_and_location
0,0.3333333333333333,0.611111111111111,0.3055555555555555
1,0.6666666666666666,0.1111111111111111,0.2222222222222222
2,1.0,0.5,0.0
3,0.8055555555555555,0.3055555555555555,0.19444444444444442
4,0.6666666666666666,0.5833333333333334,0.2222222222222222
5,0.6666666666666666,0.25,0.3333333333333333
6,0.75,0.3333333333333333,0.16666666666666666
7,0.5277777777777778,0.16666666666666666,0.47222222222222215
8,0.5833333333333334,0.5277777777777778,0.3055555555555555
9,1.0,0.8055555555555555,0.0
10,0.6666666666666666,0.6666666666666666,0.2222222222222222
11,0.8333333333333334,0.9166666666666666,0.0
12,0.6666666666666666,0.38888888888888884,0.2222222222222222
13,0.5555555555555555,0.7777777777777777,0.1111111111111111
14,0.5,0.38888888888888884,0.38888888888888884
15,0.5,0.5833333333333334,0.3333333333333333
16,1.0,0.8055555555555555,0.0
17,1.0,0.25,0.0
18,0.4166666666666667,0.8888888888888888,0.1111111111111111
19,0.8888888888888888,0.47222222222222215,0.1111111111111111
20,0.7222222222222222,0.4444444444444444,0.19444444444444442
21,0.5555555555555555,0.5555555555555555,0.3333333333333333
22,0.8333333333333334,0.6388888888888888,0.08333333333333333
23,0.75,0.6666666666666666,0.0
24,0.8333333333333334,0.6666666666666666,0.08333333333333333
25,0.4444444444444444,0.2222222222222222,0.3333333333333333
26,0.8333333333333334,0.6388888888888888,0.16666666666666666
27,0.6666666666666666,0.6944444444444443,0.2222222222222222
28,1.0,0.75,0.0
29,0.5555555555555555,0.47222222222222215,0.3333333333333333
30,0.8333333333333334,0.5277777777777778,0.08333333333333333
31,1.0,0.611111111111111,0.0
32,0.8333333333333334,1.0,0.0
33,0.8333333333333334,0.75,0.08333333333333333
34,0.8333333333333334,0.9166666666666666,0.0
35,1.0,0.5833333333333334,0.0
36,0.6666666666666666,0.4166666666666667,0.2222222222222222
37,0.8333333333333334,0.8333333333333334,0.08333333333333333
38,1.0,0.75,0.0
39,0.7222222222222222,0.38888888888888884,0.19444444444444442
