PID,object,location,object_and_location
0,0.4166666666666667,0.5833333333333334,0.25
1,0.38888888888888884,0.1111111111111111,0.49999999999999994
2,0.08333333333333333,0.19444444444444442,0.7222222222222222
3,0.16666666666666666,0.25,0.5833333333333334
4,0.7777777777777777,0.6666666666666666,0.1111111111111111
5,0.47222222222222215,0.3055555555555555,0.5277777777777778
6,0.7222222222222222,0.6944444444444443,0.1111111111111111
7,0.8055555555555555,0.5555555555555555,0.0
8,0.38888888888888884,0.47222222222222215,0.4166666666666667
9,0.16666666666666666,0.2222222222222222,0.611111111111111
10,0.6666666666666666,0.6666666666666666,0.1111111111111111
11,0.3333333333333333,0.3333333333333333,0.5555555555555555
12,0.19444444444444442,0.27777777777777773,0.7222222222222222
13,0.16666666666666666,0.4444444444444444,0.5555555555555555
14,0.75,0.6388888888888888,0.08333333333333333
15,0.19444444444444442,0.2222222222222222,0.5833333333333334
16,0.38888888888888884,0.7222222222222222,0.27777777777777773
17,0.7222222222222222,0.6944444444444443,0.08333333333333333
18,0.5277777777777778,0.5277777777777778,0.27777777777777773
19,0.6944444444444443,0.27777777777777773,0.2222222222222222
20,0.4166666666666667,0.27777777777777773,0.5
21,0.47222222222222215,0.6666666666666666,0.25
22,0.4444444444444444,0.4444444444444444,0.3333333333333333
23,0.8055555555555555,0.6666666666666666,0.0
24,0.6388888888888888,0.5833333333333333,0.19444444444444442
25,0.5555555555555555,0.3611111111111111,0.08333333333333333
26,0.3333333333333333,0.3333333333333333,0.5833333333333334
27,0.47222222222222215,0.47222222222222215,0.25
28,0.3055555555555555,0.27777777777777773,0.611111111111111
29,0.9166666666666666,0.25,0.08333333333333333
30,0.75,0.6944444444444443,0.0
31,0.4444444444444444,0.2222222222222222,0.5555555555555555
32,0.3611111111111111,0.7777777777777777,0.1111111111111111
33,0.27777777777777773,0.38888888888888884,0.5277777777777778
34,0.2222222222222222,0.4166666666666667,0.47222222222222215
35,0.5277777777777778,0.611111111111111,0.16666666666666666
36,0.5,0.6666666666666666,0.2222222222222222
37,0.611111111111111,0.38888888888888884,0.27777777777777773
38,0.6666666666666666,0.5555555555555555,0.0
39,0.5277777777777778,0.25,0.38888888888888884
