PID,object,location,object_and_location
0,0.6666666666666666,0.4444444444444444,0.3333333333333333
1,0.9166666666666666,0.3055555555555555,0.0
2,0.5277777777777778,0.5277777777777778,0.3611111111111111
3,1.0,0.9166666666666666,0.0
4,1.0,0.8055555555555555,0.0
5,0.6944444444444443,0.38888888888888884,0.1111111111111111
6,0.6388888888888888,0.3333333333333333,0.3611111111111111
7,0.5555555555555555,0.4444444444444444,0.3333333333333333
8,0.9166666666666666,0.5277777777777778,0.08333333333333333
9,0.5555555555555555,0.611111111111111,0.27777777777777773
10,0.75,0.75,0.25
11,0.5833333333333334,0.5833333333333334,0.3333333333333333
12,0.2222222222222222,0.27777777777777773,0.49999999999999994
13,0.6666666666666666,0.4166666666666667,0.3333333333333333
14,0.6666666666666666,0.5833333333333334,0.25
15,1.0,0.8333333333333334,0.0
16,0.4166666666666667,0.4166666666666667,0.4166666666666667
17,1.0,0.6666666666666666,0.0
18,0.75,0.6388888888888888,0.16666666666666666
19,0.7777777777777777,0.0,0.2222222222222222
20,0.4444444444444444,0.5277777777777778,0.3611111111111111
21,0.7777777777777777,0.08333333333333333,0.2222222222222222
22,0.7777777777777777,0.6944444444444443,0.1111111111111111
23,0.6666666666666666,0.4166666666666667,0.3333333333333333
24,0.7777777777777777,0.27777777777777773,0.1111111111111111
25,0.5277777777777778,0.6388888888888888,0.3611111111111111
26,0.75,0.5555555555555555,0.16666666666666666
27,0.7777777777777777,0.8055555555555555,0.1111111111111111
28,0.5555555555555555,0.4444444444444444,0.2222222222222222
29,0.4166666666666667,0.5277777777777778,0.25
30,0.7777777777777777,0.47222222222222215,0.2222222222222222
31,0.4444444444444444,0.611111111111111,0.27777777777777773
32,0.6666666666666666,0.3611111111111111,0.16666666666666666
33,0.7777777777777777,0.7777777777777777,0.2222222222222222
34,0.4444444444444444,0.4166666666666667,0.3611111111111111
35,0.7777777777777777,0.6944444444444443,0.2222222222222222
36,1.0,0.6666666666666666,0.0
37,0.5,0.5,0.19444444444444442
38,0.4444444444444444,0.5,0.38888888888888884
39,0.6944444444444443,0.6666666666666666,0.1111111111111111
